,Region,Sub-Region,Commodity,Supply
1003,Amhara region,Awi,Avocados,
1004,Amhara region,Awi,Banana,
1005,Amhara region,Awi,Guava,3228.39
1006,Amhara region,Awi,Lemons,136.65
1007,Amhara region,Awi,Mangoes,
1008,Amhara region,Awi,Oranges,16466.08
1009,Amhara region,Awi,Papaya,1865.99
1010,Amhara region,Awi,Pineapple,
1011,Amhara region,Awi,Hop,2889.66
1012,Amhara region,Awi,Enset,
1013,Amhara region,Awi,Roses,
1014,Amhara region,Awi,Sorghum,
1015,Amhara region,Awi,Sesame,
1016,Amhara region,Awi,Beetroot,
1017,Amhara region,Awi,Hops,
1018,Amhara region,Awi,Sugar cane,
1019,Amhara region,Awi,Enset,
1020,Amhara region,Oromia nationality zone,Teff,110679.4
1021,Amhara region,Oromia nationality zone,Barley,
1022,Amhara region,Oromia nationality zone,wheat,
1023,Amhara region,Oromia nationality zone,Maize,78664.03
1024,Amhara region,Oromia nationality zone,Sorghum,934421.18
1025,Amhara region,Oromia nationality zone,Finger Millet,
1026,Amhara region,Oromia nationality zone,Oats,
1027,Amhara region,Oromia nationality zone,Rice,
1028,Amhara region,Oromia nationality zone,Faba Beans,
1029,Amhara region,Oromia nationality zone,Field Peas,
1030,Amhara region,Oromia nationality zone,Haricot beans,
1031,Amhara region,Oromia nationality zone,Chick-Peas,
1032,Amhara region,Oromia nationality zone,Lentils,
1033,Amhara region,Oromia nationality zone,Grass Peas,
1034,Amhara region,Oromia nationality zone,Soybeans,
1035,Amhara region,Oromia nationality zone,Fenugreek,
1036,Amhara region,Oromia nationality zone,Gibto,
1037,Amhara region,Oromia nationality zone,Niger Seeds,
1038,Amhara region,Oromia nationality zone,Groundnut,22453.34
1039,Amhara region,Oromia nationality zone,Sunflower,
1040,Amhara region,Oromia nationality zone,Sesame Seeds,
1041,Amhara region,Oromia nationality zone,Lettuce,
1042,Amhara region,Oromia nationality zone,Head cabbage,
1043,Amhara region,Oromia nationality zone,Eth. Cabbage,1047.67
1044,Amhara region,Oromia nationality zone,Tomatoes,
1045,Amhara region,Oromia nationality zone,Green peppers,519.61
1046,Amhara region,Oromia nationality zone,Red peppers,2997.49
1047,Amhara region,Oromia nationality zone,Swiss chard,
1048,Amhara region,Oromia nationality zone,Carrots,
1049,Amhara region,Oromia nationality zone,Onions,
1050,Amhara region,Oromia nationality zone,Potatoes,
1051,Amhara region,Oromia nationality zone,Garlic,
1052,Amhara region,Oromia nationality zone,Taro / 'Godere',
1053,Amhara region,Oromia nationality zone,Sweet potatoes,1478.77
1054,Amhara region,Oromia nationality zone,Avocados,
1055,Amhara region,Oromia nationality zone,Banana,
1056,Amhara region,Oromia nationality zone,Guava,6198.68
1057,Amhara region,Oromia nationality zone,Lemons,1950
1058,Amhara region,Oromia nationality zone,Mangoes,
1059,Amhara region,Oromia nationality zone,Oranges,
1060,Amhara region,Oromia nationality zone,Papaya,9489.54
1061,Amhara region,Oromia nationality zone,Pineapple,5884.75
1062,Amhara region,Oromia nationality zone,Hop,1420.24
1063,Amhara region,Oromia nationality zone,Enset,
1064,Amhara region,Oromia nationality zone,Roses,
1065,Amhara region,Oromia nationality zone,Sorghum,934421.18
1066,Amhara region,Oromia nationality zone,Sesame,
1067,Amhara region,Oromia nationality zone,Beetroot,
1068,Amhara region,Oromia nationality zone,Hops,
1069,Amhara region,Oromia nationality zone,Sugar cane,
1070,Amhara region,Oromia nationality zone,Enset,
1071,Amhara region,Central Gonder Zone,Teff,1793363.23
1072,Amhara region,Central Gonder Zone,Barley,636533.65
1073,Amhara region,Central Gonder Zone,wheat,848150.94
1074,Amhara region,Central Gonder Zone,Maize,3156140.21
1075,Amhara region,Central Gonder Zone,Sorghum,2612329.01
1076,Amhara region,Central Gonder Zone,Finger Millet,1321817.62
1077,Amhara region,Central Gonder Zone,Oats,
1078,Amhara region,Central Gonder Zone,Rice,
1079,Amhara region,Central Gonder Zone,Faba Beans,259063.81
1080,Amhara region,Central Gonder Zone,Field Peas,62031.79
1081,Amhara region,Central Gonder Zone,Haricot beans,
1082,Amhara region,Central Gonder Zone,Chick-Peas,633875.5
1083,Amhara region,Central Gonder Zone,Lentils,
1084,Amhara region,Central Gonder Zone,Grass Peas,116970.7
1085,Amhara region,Central Gonder Zone,Soybeans,
1086,Amhara region,Central Gonder Zone,Fenugreek,
1087,Amhara region,Central Gonder Zone,Gibto,
1088,Amhara region,Central Gonder Zone,Niger Seeds,72083.97
1089,Amhara region,Central Gonder Zone,Groundnut,
1090,Amhara region,Central Gonder Zone,Sunflower,
1091,Amhara region,Central Gonder Zone,Sesame Seeds,392078.37
1092,Amhara region,Central Gonder Zone,Lettuce,
1093,Amhara region,Central Gonder Zone,Head cabbage,
1094,Amhara region,Central Gonder Zone,Eth. Cabbage,
1095,Amhara region,Central Gonder Zone,Tomatoes,
1096,Amhara region,Central Gonder Zone,Green peppers,
1097,Amhara region,Central Gonder Zone,Red peppers,116457.86
1098,Amhara region,Central Gonder Zone,Swiss chard,
1099,Amhara region,Central Gonder Zone,Carrots,
1100,Amhara region,Central Gonder Zone,Onions,14770.46
1101,Amhara region,Central Gonder Zone,Potatoes,779275.05
1102,Amhara region,Central Gonder Zone,Garlic,65191.28
1103,Amhara region,Central Gonder Zone,Taro / 'Godere',
1104,Amhara region,Central Gonder Zone,Sweet potatoes,
1105,Amhara region,Central Gonder Zone,Avocados,
1106,Amhara region,Central Gonder Zone,Banana,
1107,Amhara region,Central Gonder Zone,Guava,
1108,Amhara region,Central Gonder Zone,Lemons,
1109,Amhara region,Central Gonder Zone,Mangoes,
1110,Amhara region,Central Gonder Zone,Oranges,
1111,Amhara region,Central Gonder Zone,Papaya,
1112,Amhara region,Central Gonder Zone,Pineapple,
1113,Amhara region,Central Gonder Zone,Hop,
1114,Amhara region,Central Gonder Zone,Enset,
1115,Amhara region,Central Gonder Zone,Roses,
1116,Amhara region,Central Gonder Zone,Sorghum,2612329.01
1117,Amhara region,Central Gonder Zone,Sesame,
1118,Amhara region,Central Gonder Zone,Beetroot,
1119,Amhara region,Central Gonder Zone,Hops,
1120,Amhara region,Central Gonder Zone,Sugar cane,
1121,Amhara region,Central Gonder Zone,Enset,
1122,Amhara region,West Gonder Zone,Teff,234480.65
1123,Amhara region,West Gonder Zone,Barley,
1124,Amhara region,West Gonder Zone,wheat,
1125,Amhara region,West Gonder Zone,Maize,372888.71
1126,Amhara region,West Gonder Zone,Sorghum,2624777.14
1127,Amhara region,West Gonder Zone,Finger Millet,151439.48
1128,Amhara region,West Gonder Zone,Oats,
1129,Amhara region,West Gonder Zone,Rice,
1130,Amhara region,West Gonder Zone,Faba Beans,
1131,Amhara region,West Gonder Zone,Field Peas,
1132,Amhara region,West Gonder Zone,Haricot beans,
1133,Amhara region,West Gonder Zone,Chick-Peas,
1134,Amhara region,West Gonder Zone,Lentils,
1135,Amhara region,West Gonder Zone,Grass Peas,
1136,Amhara region,West Gonder Zone,Soybeans,100228.62
1137,Amhara region,West Gonder Zone,Fenugreek,
1138,Amhara region,West Gonder Zone,Gibto,
1139,Amhara region,West Gonder Zone,Niger Seeds,
1140,Amhara region,West Gonder Zone,Groundnut,
1141,Amhara region,West Gonder Zone,Sunflower,
1142,Amhara region,West Gonder Zone,Sesame Seeds,908145.6
1143,Amhara region,West Gonder Zone,Lettuce,
1144,Amhara region,West Gonder Zone,Head cabbage,
1145,Amhara region,West Gonder Zone,Eth. Cabbage,
1146,Amhara region,West Gonder Zone,Tomatoes,
1147,Amhara region,West Gonder Zone,Green peppers,
1148,Amhara region,West Gonder Zone,Red peppers,9994.36
1149,Amhara region,West Gonder Zone,Swiss chard,
1150,Amhara region,West Gonder Zone,Carrots,
1151,Amhara region,West Gonder Zone,Onions,
1152,Amhara region,West Gonder Zone,Potatoes,
1153,Amhara region,West Gonder Zone,Garlic,
1154,Amhara region,West Gonder Zone,Taro / 'Godere',
1155,Amhara region,West Gonder Zone,Sweet potatoes,
1156,Amhara region,West Gonder Zone,Avocados,
1157,Amhara region,West Gonder Zone,Banana,
1158,Amhara region,West Gonder Zone,Guava,
1159,Amhara region,West Gonder Zone,Lemons,
1160,Amhara region,West Gonder Zone,Mangoes,
1161,Amhara region,West Gonder Zone,Oranges,
1162,Amhara region,West Gonder Zone,Papaya,
1163,Amhara region,West Gonder Zone,Pineapple,
1164,Amhara region,West Gonder Zone,Hop,
1165,Amhara region,West Gonder Zone,Enset,
1166,Amhara region,West Gonder Zone,Roses,
1167,Amhara region,West Gonder Zone,Sorghum,2624777.14
1168,Amhara region,West Gonder Zone,Sesame,
1169,Amhara region,West Gonder Zone,Beetroot,
1170,Amhara region,West Gonder Zone,Hops,
1171,Amhara region,West Gonder Zone,Sugar cane,
1172,Amhara region,West Gonder Zone,Enset,
1173,Oromia,West Welega,Teff,424842.79
1174,Oromia,West Welega,Barley,
1175,Oromia,West Welega,wheat,
1176,Oromia,West Welega,Maize,4843952.88
1177,Oromia,West Welega,Sorghum,1600350.83
1178,Oromia,West Welega,Finger Millet,883322.38
1179,Oromia,West Welega,Oats,
1180,Oromia,West Welega,Rice,
1181,Oromia,West Welega,Faba Beans,
1182,Oromia,West Welega,Field Peas,
1183,Oromia,West Welega,Haricot beans,
1184,Oromia,West Welega,Chick-Peas,
1185,Oromia,West Welega,Lentils,
1186,Oromia,West Welega,Grass Peas,
1187,Oromia,West Welega,Soybeans,
1188,Oromia,West Welega,Fenugreek,
1189,Oromia,West Welega,Gibto,
1190,Oromia,West Welega,Niger Seeds,343896.75
1191,Oromia,West Welega,Groundnut,
1192,Oromia,West Welega,Sunflower,
1193,Oromia,West Welega,Sesame Seeds,
1194,Oromia,West Welega,Lettuce,
1195,Oromia,West Welega,Head cabbage,
1196,Oromia,West Welega,Eth. Cabbage,24739.06
1197,Oromia,West Welega,Tomatoes,
1198,Oromia,West Welega,Green peppers,33432.6
1199,Oromia,West Welega,Red peppers,33491.2
1200,Oromia,West Welega,Swiss chard,
1201,Oromia,West Welega,Carrots,
1202,Oromia,West Welega,Onions,
1203,Oromia,West Welega,Potatoes,
1204,Oromia,West Welega,Garlic,
1205,Oromia,West Welega,Taro / 'Godere',
1206,Oromia,West Welega,Sweet potatoes,1495936.25
1207,Oromia,West Welega,Avocados,
1208,Oromia,West Welega,Banana,84822.24
1209,Oromia,West Welega,Guava,281145.87
1210,Oromia,West Welega,Lemons,
1211,Oromia,West Welega,Mangoes,
1212,Oromia,West Welega,Oranges,144234.57
1213,Oromia,West Welega,Papaya,39386.3
1214,Oromia,West Welega,Pineapple,7805.77
1215,Oromia,West Welega,Hop,778531.17
1216,Oromia,West Welega,Enset,778531.17
1217,Oromia,West Welega,Roses,
1218,Oromia,West Welega,Sorghum,1600350.83
1219,Oromia,West Welega,Sesame,
1220,Oromia,West Welega,Beetroot,
1221,Oromia,West Welega,Hops,778531.17
1222,Oromia,West Welega,Sugar cane,9261.89
1223,Oromia,West Welega,Enset,21096.46
1224,Oromia,East Welega,Teff,1282300.31
1225,Oromia,East Welega,Barley,141230.7
1226,Oromia,East Welega,wheat,
1227,Oromia,East Welega,Maize,9118041.35
1228,Oromia,East Welega,Sorghum,1079023.26
1229,Oromia,East Welega,Finger Millet,533475.07
1230,Oromia,East Welega,Oats,
1231,Oromia,East Welega,Rice,
1232,Oromia,East Welega,Faba Beans,140696.79
1233,Oromia,East Welega,Field Peas,
1234,Oromia,East Welega,Haricot beans,
1235,Oromia,East Welega,Chick-Peas,
1236,Oromia,East Welega,Lentils,
1237,Oromia,East Welega,Grass Peas,
1238,Oromia,East Welega,Soybeans,
1239,Oromia,East Welega,Fenugreek,487.72
1240,Oromia,East Welega,Gibto,
1241,Oromia,East Welega,Niger Seeds,
1242,Oromia,East Welega,Groundnut,288041.88
1243,Oromia,East Welega,Sunflower,
1244,Oromia,East Welega,Sesame Seeds,71953.46
1245,Oromia,East Welega,Lettuce,
1246,Oromia,East Welega,Head cabbage,9083.26
1247,Oromia,East Welega,Eth. Cabbage,7646.48
1248,Oromia,East Welega,Tomatoes,
1249,Oromia,East Welega,Green peppers,27800.92
1250,Oromia,East Welega,Red peppers,119555.82
1251,Oromia,East Welega,Swiss chard,
1252,Oromia,East Welega,Carrots,
1253,Oromia,East Welega,Onions,
1254,Oromia,East Welega,Potatoes,
1255,Oromia,East Welega,Garlic,6763.48
1256,Oromia,East Welega,Taro / 'Godere',27654.79
1257,Oromia,East Welega,Sweet potatoes,
1258,Oromia,East Welega,Avocados,
1259,Oromia,East Welega,Banana,
1260,Oromia,East Welega,Guava,65050.26
1261,Oromia,East Welega,Lemons,
1262,Oromia,East Welega,Mangoes,
1263,Oromia,East Welega,Oranges,54242.07
1264,Oromia,East Welega,Papaya,
1265,Oromia,East Welega,Pineapple,49137.99
1266,Oromia,East Welega,Hop,86430.54
1267,Oromia,East Welega,Enset,
1268,Oromia,East Welega,Roses,
1269,Oromia,East Welega,Sorghum,1079023.26
1270,Oromia,East Welega,Sesame,71953.46
1271,Oromia,East Welega,Beetroot,
1272,Oromia,East Welega,Hops,86430.54
1273,Oromia,East Welega,Sugar cane,7031.59
1274,Oromia,East Welega,Enset,874.68
1275,Oromia,Illu Ababora,Teff,198269.51
1276,Oromia,Illu Ababora,Barley,29814.52
1277,Oromia,Illu Ababora,wheat,
1278,Oromia,Illu Ababora,Maize,2893408.86
1279,Oromia,Illu Ababora,Sorghum,457147.21
1280,Oromia,Illu Ababora,Finger Millet,152359.06
1281,Oromia,Illu Ababora,Oats,
1282,Oromia,Illu Ababora,Rice,
1283,Oromia,Illu Ababora,Faba Beans,58424.97
1284,Oromia,Illu Ababora,Field Peas,
1285,Oromia,Illu Ababora,Haricot beans,116797.26
1286,Oromia,Illu Ababora,Chick-Peas,
1287,Oromia,Illu Ababora,Lentils,
1288,Oromia,Illu Ababora,Grass Peas,
1289,Oromia,Illu Ababora,Soybeans,
1290,Oromia,Illu Ababora,Fenugreek,
1291,Oromia,Illu Ababora,Gibto,
1292,Oromia,Illu Ababora,Niger Seeds,
1293,Oromia,Illu Ababora,Groundnut,
1294,Oromia,Illu Ababora,Sunflower,
1295,Oromia,Illu Ababora,Sesame Seeds,
1296,Oromia,Illu Ababora,Lettuce,
1297,Oromia,Illu Ababora,Head cabbage,16916.21
1298,Oromia,Illu Ababora,Eth. Cabbage,23750.71
1299,Oromia,Illu Ababora,Tomatoes,
1300,Oromia,Illu Ababora,Green peppers,12718.82
1301,Oromia,Illu Ababora,Red peppers,71570.76
1302,Oromia,Illu Ababora,Swiss chard,
1303,Oromia,Illu Ababora,Carrots,
1304,Oromia,Illu Ababora,Onions,2538.53
1305,Oromia,Illu Ababora,Potatoes,
1306,Oromia,Illu Ababora,Garlic,510.27
1307,Oromia,Illu Ababora,Taro / 'Godere',163912.91
1308,Oromia,Illu Ababora,Sweet potatoes,119772.34
1309,Oromia,Illu Ababora,Avocados,
1310,Oromia,Illu Ababora,Banana,100601.02
1311,Oromia,Illu Ababora,Guava,116203.99
1312,Oromia,Illu Ababora,Lemons,141.06
1313,Oromia,Illu Ababora,Mangoes,463.12
1314,Oromia,Illu Ababora,Oranges,26045.19
1315,Oromia,Illu Ababora,Papaya,3158.66
1316,Oromia,Illu Ababora,Pineapple,21023.33
1317,Oromia,Illu Ababora,Hop,613635.41
1318,Oromia,Illu Ababora,Enset,258333.94
1319,Oromia,Illu Ababora,Roses,
1320,Oromia,Illu Ababora,Sorghum,457147.21
1321,Oromia,Illu Ababora,Sesame,
1322,Oromia,Illu Ababora,Beetroot,
1323,Oromia,Illu Ababora,Hops,
1324,Oromia,Illu Ababora,Sugar cane,
1325,Oromia,Illu Ababora,Enset,
1326,Oromia,Jimma,Teff,2266304.58
1327,Oromia,Jimma,Barley,447174.56
1328,Oromia,Jimma,wheat,918793.83
1329,Oromia,Jimma,Maize,8785490.03
1330,Oromia,Jimma,Sorghum,1899716.78
1331,Oromia,Jimma,Finger Millet,
1332,Oromia,Jimma,Oats,
1333,Oromia,Jimma,Rice,
1334,Oromia,Jimma,Faba Beans,452334.24
1335,Oromia,Jimma,Field Peas,199935.8
1336,Oromia,Jimma,Haricot beans,7958.55
1337,Oromia,Jimma,Chick-Peas,
1338,Oromia,Jimma,Lentils,
1339,Oromia,Jimma,Grass Peas,
1340,Oromia,Jimma,Soybeans,
1341,Oromia,Jimma,Fenugreek,
1342,Oromia,Jimma,Gibto,
1343,Oromia,Jimma,Niger Seeds,98818.48
1344,Oromia,Jimma,Groundnut,
1345,Oromia,Jimma,Sunflower,
1346,Oromia,Jimma,Sesame Seeds,
1347,Oromia,Jimma,Lettuce,
1348,Oromia,Jimma,Head cabbage,51416.54
1349,Oromia,Jimma,Eth. Cabbage,189311.74
1350,Oromia,Jimma,Tomatoes,
1351,Oromia,Jimma,Green peppers,29498.58
1352,Oromia,Jimma,Red peppers,195430.07
1353,Oromia,Jimma,Swiss chard,
1354,Oromia,Jimma,Carrots,
1355,Oromia,Jimma,Onions,
1356,Oromia,Jimma,Potatoes,111021.26
1357,Oromia,Jimma,Garlic,
1358,Oromia,Jimma,Taro / 'Godere',1157358.59
1359,Oromia,Jimma,Sweet potatoes,
1360,Oromia,Jimma,Avocados,
1361,Oromia,Jimma,Banana,356807.62
1362,Oromia,Jimma,Guava,340611.03
1363,Oromia,Jimma,Lemons,3123.72
1364,Oromia,Jimma,Mangoes,521.47
1365,Oromia,Jimma,Oranges,106983.09
1366,Oromia,Jimma,Papaya,25758.27
1367,Oromia,Jimma,Pineapple,21917.04
1368,Oromia,Jimma,Hop,996955.34
1369,Oromia,Jimma,Enset,3178213.67
1370,Oromia,Jimma,Roses,
1371,Oromia,Jimma,Sorghum,
1372,Oromia,Jimma,Sesame,
1373,Oromia,Jimma,Beetroot,
1374,Oromia,Jimma,Hops,
1375,Oromia,Jimma,Sugar cane,
1376,Oromia,Jimma,Enset,
1377,Oromia,West Shewa,Teff,4221438.94
1378,Oromia,West Shewa,Barley,1837436.9
1379,Oromia,West Shewa,wheat,2362113.8
1380,Oromia,West Shewa,Maize,5040554.89
1381,Oromia,West Shewa,Sorghum,1594545.14
1382,Oromia,West Shewa,Finger Millet,
1383,Oromia,West Shewa,Oats,
1384,Oromia,West Shewa,Rice,
1385,Oromia,West Shewa,Faba Beans,772590.47
1386,Oromia,West Shewa,Field Peas,197611.2
1387,Oromia,West Shewa,Haricot beans,
1388,Oromia,West Shewa,Chick-Peas,
1389,Oromia,West Shewa,Lentils,
1390,Oromia,West Shewa,Grass Peas,
1391,Oromia,West Shewa,Soybeans,
1392,Oromia,West Shewa,Fenugreek,
1393,Oromia,West Shewa,Gibto,
1394,Oromia,West Shewa,Niger Seeds,165711.37
1395,Oromia,West Shewa,Groundnut,
1396,Oromia,West Shewa,Sunflower,
1397,Oromia,West Shewa,Sesame Seeds,
1398,Oromia,West Shewa,Lettuce,
1399,Oromia,West Shewa,Head cabbage,33780.49
1400,Oromia,West Shewa,Eth. Cabbage,100770.05
1401,Oromia,West Shewa,Tomatoes,
1402,Oromia,West Shewa,Green peppers,22247.21
1403,Oromia,West Shewa,Red peppers,
1404,Oromia,West Shewa,Swiss chard,467.44
1405,Oromia,West Shewa,Carrots,1062.47
1406,Oromia,West Shewa,Onions,
1407,Oromia,West Shewa,Potatoes,
1408,Oromia,West Shewa,Garlic,107867.64
1409,Oromia,West Shewa,Taro / 'Godere',
1410,Oromia,West Shewa,Sweet potatoes,
1411,Oromia,West Shewa,Avocados,
1412,Oromia,West Shewa,Banana,
1413,Oromia,West Shewa,Guava,
1414,Oromia,West Shewa,Lemons,
1415,Oromia,West Shewa,Mangoes,
1416,Oromia,West Shewa,Oranges,5594.44
1417,Oromia,West Shewa,Papaya,
1418,Oromia,West Shewa,Pineapple,
1419,Oromia,West Shewa,Hop,
1420,Oromia,West Shewa,Enset,711007.9
1421,Oromia,West Shewa,Roses,
1422,Oromia,West Shewa,Sorghum,
1423,Oromia,West Shewa,Sesame,
1424,Oromia,West Shewa,Beetroot,
1425,Oromia,West Shewa,Hops,
1426,Oromia,West Shewa,Sugar cane,
1427,Oromia,West Shewa,Enset,
1428,Oromia,North Shewa,Teff,3525213.08
1429,Oromia,North Shewa,Barley,1225335.44
1430,Oromia,North Shewa,wheat,3920778.54
1431,Oromia,North Shewa,Maize,232991.95
1432,Oromia,North Shewa,Sorghum,2686552.87
1433,Oromia,North Shewa,Finger Millet,1147.42
1434,Oromia,North Shewa,Oats,
1435,Oromia,North Shewa,Rice,
1436,Oromia,North Shewa,Faba Beans,1002280.37
1437,Oromia,North Shewa,Field Peas,195584.56
1438,Oromia,North Shewa,Haricot beans,
1439,Oromia,North Shewa,Chick-Peas,180827.12
1440,Oromia,North Shewa,Lentils,242043.57
1441,Oromia,North Shewa,Grass Peas,
1442,Oromia,North Shewa,Soybeans,
1443,Oromia,North Shewa,Fenugreek,
1444,Oromia,North Shewa,Gibto,
1445,Oromia,North Shewa,Niger Seeds,
1446,Oromia,North Shewa,Groundnut,
1447,Oromia,North Shewa,Sunflower,
1448,Oromia,North Shewa,Sesame Seeds,
1449,Oromia,North Shewa,Lettuce,
1450,Oromia,North Shewa,Head cabbage,471.77
1451,Oromia,North Shewa,Eth. Cabbage,35851.03
1452,Oromia,North Shewa,Tomatoes,
1453,Oromia,North Shewa,Green peppers,
1454,Oromia,North Shewa,Red peppers,8159.75
1455,Oromia,North Shewa,Swiss chard,
1456,Oromia,North Shewa,Carrots,
1457,Oromia,North Shewa,Onions,
1458,Oromia,North Shewa,Potatoes,
1459,Oromia,North Shewa,Garlic,132499.31
1460,Oromia,North Shewa,Taro / 'Godere',
1461,Oromia,North Shewa,Sweet potatoes,
1462,Oromia,North Shewa,Avocados,
1463,Oromia,North Shewa,Banana,
1464,Oromia,North Shewa,Guava,1749.47
1465,Oromia,North Shewa,Lemons,
1466,Oromia,North Shewa,Mangoes,
1467,Oromia,North Shewa,Oranges,
1468,Oromia,North Shewa,Papaya,2054.18
1469,Oromia,North Shewa,Pineapple,
1470,Oromia,North Shewa,Hop,
1471,Oromia,North Shewa,Enset,
1472,Oromia,North Shewa,Roses,
1473,Oromia,North Shewa,Sorghum,2686552.87
1474,Oromia,North Shewa,Sesame,
1475,Oromia,North Shewa,Beetroot,
1476,Oromia,North Shewa,Hops,
1477,Oromia,North Shewa,Sugar cane,
1478,Oromia,North Shewa,Enset,
1479,Oromia,East Shewa,Teff,3889071.63
1480,Oromia,East Shewa,Barley,
1481,Oromia,East Shewa,wheat,3751494.28
1482,Oromia,East Shewa,Maize,3992765.46
1483,Oromia,East Shewa,Sorghum,
1484,Oromia,East Shewa,Finger Millet,
1485,Oromia,East Shewa,Oats,
1486,Oromia,East Shewa,Rice,
1487,Oromia,East Shewa,Faba Beans,213766.41
1488,Oromia,East Shewa,Field Peas,
1489,Oromia,East Shewa,Haricot beans,
1490,Oromia,East Shewa,Chick-Peas,333208.91
1491,Oromia,East Shewa,Lentils,141197.32
1492,Oromia,East Shewa,Grass Peas,114693.39
1493,Oromia,East Shewa,Soybeans,
1494,Oromia,East Shewa,Fenugreek,
1495,Oromia,East Shewa,Gibto,
1496,Oromia,East Shewa,Niger Seeds,
1497,Oromia,East Shewa,Groundnut,
1498,Oromia,East Shewa,Sunflower,
1499,Oromia,East Shewa,Sesame Seeds,
1500,Oromia,East Shewa,Lettuce,
1501,Oromia,East Shewa,Head cabbage,
1502,Oromia,East Shewa,Eth. Cabbage,
1503,Oromia,East Shewa,Tomatoes,
1504,Oromia,East Shewa,Green peppers,
1505,Oromia,East Shewa,Red peppers,
1506,Oromia,East Shewa,Swiss chard,
1507,Oromia,East Shewa,Carrots,
1508,Oromia,East Shewa,Onions,
1509,Oromia,East Shewa,Potatoes,
1510,Oromia,East Shewa,Garlic,
1511,Oromia,East Shewa,Taro / 'Godere',
1512,Oromia,East Shewa,Sweet potatoes,
1513,Oromia,East Shewa,Avocados,
1514,Oromia,East Shewa,Banana,
1515,Oromia,East Shewa,Guava,
1516,Oromia,East Shewa,Lemons,
1517,Oromia,East Shewa,Mangoes,
1518,Oromia,East Shewa,Oranges,
1519,Oromia,East Shewa,Papaya,
1520,Oromia,East Shewa,Pineapple,
1521,Oromia,East Shewa,Hop,
1522,Oromia,East Shewa,Enset,
1523,Oromia,East Shewa,Roses,
1524,Oromia,East Shewa,Sorghum,
1525,Oromia,East Shewa,Sesame,
1526,Oromia,East Shewa,Beetroot,
1527,Oromia,East Shewa,Hops,
1528,Oromia,East Shewa,Sugar cane,
1529,Oromia,East Shewa,Enset,
1530,Oromia,Arsi,Teff,1715981.18
1531,Oromia,Arsi,Barley,3039954.65
1532,Oromia,Arsi,wheat,7200170.94
1533,Oromia,Arsi,Maize,2992061.73
1534,Oromia,Arsi,Sorghum,1478371.52
1535,Oromia,Arsi,Finger Millet,
1536,Oromia,Arsi,Oats,
1537,Oromia,Arsi,Rice,
1538,Oromia,Arsi,Faba Beans,1101324.7
1539,Oromia,Arsi,Field Peas,364175.92
1540,Oromia,Arsi,Haricot beans,
1541,Oromia,Arsi,Chick-Peas,
1542,Oromia,Arsi,Lentils,
1543,Oromia,Arsi,Grass Peas,
1544,Oromia,Arsi,Soybeans,
1545,Oromia,Arsi,Fenugreek,
1546,Oromia,Arsi,Gibto,
1547,Oromia,Arsi,Niger Seeds,
1548,Oromia,Arsi,Groundnut,
1549,Oromia,Arsi,Sunflower,
1550,Oromia,Arsi,Sesame Seeds,
1551,Oromia,Arsi,Lettuce,
1552,Oromia,Arsi,Head cabbage,
1553,Oromia,Arsi,Eth. Cabbage,62145.61
1554,Oromia,Arsi,Tomatoes,
1555,Oromia,Arsi,Green peppers,6131.24
1556,Oromia,Arsi,Red peppers,
1557,Oromia,Arsi,Swiss chard,
1558,Oromia,Arsi,Carrots,
1559,Oromia,Arsi,Onions,461858.66
1560,Oromia,Arsi,Potatoes,
1561,Oromia,Arsi,Garlic,98141.27
1562,Oromia,Arsi,Taro / 'Godere',
1563,Oromia,Arsi,Sweet potatoes,
1564,Oromia,Arsi,Avocados,
1565,Oromia,Arsi,Banana,
1566,Oromia,Arsi,Guava,
1567,Oromia,Arsi,Lemons,
1568,Oromia,Arsi,Mangoes,
1569,Oromia,Arsi,Oranges,
1570,Oromia,Arsi,Papaya,
1571,Oromia,Arsi,Pineapple,
1572,Oromia,Arsi,Hop,
1573,Oromia,Arsi,Enset,33653.53
1574,Oromia,Arsi,Roses,
1575,Oromia,Arsi,Sorghum,
1576,Oromia,Arsi,Sesame,
1577,Oromia,Arsi,Beetroot,
1578,Oromia,Arsi,Hops,
1579,Oromia,Arsi,Sugar cane,
1580,Oromia,Arsi,Enset,
1581,Oromia,West Harerge,Teff,
1582,Oromia,West Harerge,Barley,55609.33
1583,Oromia,West Harerge,wheat,23988.93
1584,Oromia,West Harerge,Maize,1710317.55
1585,Oromia,West Harerge,Sorghum,3141178.1
1586,Oromia,West Harerge,Finger Millet,19810.83
1587,Oromia,West Harerge,Oats,
1588,Oromia,West Harerge,Rice,
1589,Oromia,West Harerge,Faba Beans,5916.12
1590,Oromia,West Harerge,Field Peas,
1591,Oromia,West Harerge,Haricot beans,138045.77
1592,Oromia,West Harerge,Chick-Peas,
1593,Oromia,West Harerge,Lentils,
1594,Oromia,West Harerge,Grass Peas,
1595,Oromia,West Harerge,Soybeans,
1596,Oromia,West Harerge,Fenugreek,2018.92
1597,Oromia,West Harerge,Gibto,
1598,Oromia,West Harerge,Niger Seeds,
1599,Oromia,West Harerge,Groundnut,137433.12
1600,Oromia,West Harerge,Sunflower,
1601,Oromia,West Harerge,Sesame Seeds,
1602,Oromia,West Harerge,Lettuce,
1603,Oromia,West Harerge,Head cabbage,
1604,Oromia,West Harerge,Eth. Cabbage,
1605,Oromia,West Harerge,Tomatoes,15351.79
